ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
10383953,0.03706349167680876,0.006299693072103438,-3.8780244761897134,-3.999604240333414,-61.08826666666664,Emid1,EMI domain containing 1
10364784,0.050156204328243637,0.009848081891412067,-3.5343349049534223,-4.048154448974608,-61.06963333333336,Reep6,receptor accessory protein 6
10553829,0.400579247019784,0.20982466899755672,-1.3834737167827844,-4.5186723394134916,-60.97510000000011,Gm7367///Ubald2,1110014K08Rik pseudogene///UBA-like domain containing 2
10483178,0.0578966578272902,0.012099048184565458,-3.380336237109675,-4.07223214763121,-60.948866666666675,Cobll1,Cobl-like 1
10606138,0.0398610404232517,0.007010309773497801,-3.79455271095271,-4.010767953197936,-60.94453333333334,Dmrtc1c2///Dmrtc1c1,DMRT-like family C1c2///DMRT-like family C1c1
10528268,0.03257938713610724,0.005219865694345406,-4.026910977942824,-3.9806315092429516,-60.83833333333337,Ptpn12,"protein tyrosine phosphatase, non-receptor type 12"
10386551,0.6853050812131799,0.5165299258634207,-0.6837585415023099,-4.675569375497089,-60.775499999999965,Flii,flightless I actin binding protein
10483381,0.0985085363598124,0.025905824063165495,-2.8305352814089906,-4.1711304182695415,-60.75213333333329,Stk39,serine/threonine kinase 39
10377588,3.1276873464024187e-4,2.02053471940771e-6,-14.590517062311307,-3.650346935343549,-60.711500000000015,Sox15,SRY (sex determining region Y)-box 15
10433274,0.08570725591358329,0.0212746501933788,-2.9701376392568686,-4.144030740179475,-60.67936666666664,Vasn,vasorin
10392300,0.7913700406624279,0.6660375011192691,-0.4507803252482432,-4.710323326546395,-60.63653333333343,Bptf,bromodomain PHD finger transcription factor
10426760,0.021205851595685204,0.0027730467197792344,-4.548576989896632,-3.922741318543384,-60.62326666666671,Aqp2,aquaporin 2
10562166,0.404352457776048,0.21325771226259427,-1.3718225439133767,-4.521649361313118,-60.41753333333338,Hamp2,hepcidin antimicrobial peptide 2
10484941,0.20627438339947926,0.07508635506010408,-2.09593713672366,-4.335801583457818,-60.41273333333328,Madd,MAP-kinase activating death domain
10454944,0.011672468422476679,0.0011554441697395861,-5.331489844349054,-3.8562279343663928,-60.3918666666667,Ankhd1///Eif4ebp3,ankyrin repeat and KH domain containing 1///eukaryotic translation initiation factor 4E binding protein 3
10423134,0.32937612872572314,0.15172289373931871,-1.612485804253786,-4.4594064995511395,-60.37976666666668,Zfr,zinc finger RNA binding protein
10498802,0.1350228212399757,0.04048192441638305,-2.519315377518771,-4.236511158710137,-60.3762000000001,Rapgef2,Rap guanine nucleotide exchange factor (GEF) 2
10369948,0.6341389877548312,0.45241117094458305,-0.7964720607393596,-4.65474684312939,-60.37183333333337,Cabin1,calcineurin binding protein 1
10361234,0.0058626155661796195,3.872026812427435e-4,-6.428635933836838,-3.7917263254868105,-60.33163333333334,Hsd11b1,hydroxysteroid 11-beta dehydrogenase 1
10346551,0.08935249523620625,0.022662592183133764,-2.9251645590287016,-4.15261021441788,-60.30476666666672,Cflar,CASP8 and FADD-like apoptosis regulator
10519117,0.23458323606770784,0.0908042885139707,-1.9661334247090914,-4.3682418375219605,-60.29826666666676,Prkcz,"protein kinase C, zeta"
10370089,0.007857269084461205,6.273960949393226e-4,-5.926332477229844,-3.8179300717868268,-60.283199999999994,Dip2a,disco interacting protein 2 homolog A
10567903,0.2110261521283548,0.07755822886331037,-2.073827066801445,-4.341271526235792,-60.240800000000036,Sh2b1,SH2B adaptor protein 1
10592618,0.34634122020528835,0.16524447183075727,-1.5527841610784618,-4.474941344226068,-60.1060333333333,Tbcel,tubulin folding cofactor E-like
10548141,0.12294834008994239,0.035495277543822146,-2.6103248060414628,-4.216688348728705,-60.08849999999998,,
10394040,0.4914492871330919,0.2956741277294591,-1.1318431863245444,-4.581219473785597,-60.083666666666545,Csnk1d,"casein kinase 1, delta"
10569898,0.06090625101592101,0.013018521754346007,-3.3261458654492237,-4.08106729616695,-60.040933333333356,Evi5l,ecotropic viral integration site 5 like
10472860,0.015874588686552216,0.0018198726521640263,-4.915692607814923,-3.8889033814526974,-59.99329999999999,Rapgef4,Rap guanine nucleotide exchange factor (GEF) 4
10405781,0.10078255904778176,0.026790965961461927,-2.8068768109554396,-4.1758600819559,-59.863266666666675,Mir27b///2010111I01Rik,microRNA 27b///RIKEN cDNA 2010111I01 gene
10391577,0.28137751920953524,0.11944231005212916,-1.7781630377734998,-4.416364268382535,-59.83686666666671,Hdac5,histone deacetylase 5
10372928,0.7109587881397582,0.5516198738638649,-0.6258822979496648,-4.685307489563469,-59.836300000000165,Mon2,"MON2 homolog, regulator of endosome to Golgi trafficking"
10476192,0.22081866651208862,0.08303958520790043,-2.0272036445967982,-4.352883504554462,-59.80099999999999,Oxt,oxytocin
10373861,0.02960322426338515,0.004538717595313164,-4.139387906439629,-3.9670613048124697,-59.791300000000035,Rnf215,ring finger protein 215
10382538,0.13287627666360774,0.03953445114600158,-2.5356778676783938,-4.232905071100099,-59.737199999999945,Armc7,armadillo repeat containing 7
10544252,0.09350594934017001,0.02409873656255164,-2.8816031337679724,-4.161056829080367,-59.66783333333339,E330009J07Rik,RIKEN cDNA E330009J07 gene
10589057,0.004218570933078578,2.2665381909125335e-4,-7.022684608930067,-3.7663459897511986,-59.61443333333333,Mir191,microRNA 191
10383212,0.607429300023252,0.42019425136027866,-0.8572936261789492,-4.642584230831617,-59.613800000000026,,
10353064,0.48071254447591993,0.28531819107165585,-1.1586094954848376,-4.5747851408803575,-59.61123333333336,Arfgef1,ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)
10571344,0.1985922753468333,0.07103168054095466,-2.133831349159708,-4.3264845552250195,-59.46889999999996,D8Ertd82e,"DNA segment, Chr 8, ERATO Doi 82, expressed"
10443764,0.43510067062510216,0.24143355966914926,-1.2819816283999856,-4.544387648681985,-59.40246666666678,Slc37a1,"solute carrier family 37 (glycerol-3-phosphate transporter), member 1"
10574143,0.00416591505618359,2.2115021343916576e-4,-7.050937120336398,-3.7652666787784157,-59.395166666666675,Nlrc5,"NLR family, CARD domain containing 5"
10600819,0.40220743637268913,0.21140017691380528,-1.3781058575942768,-4.520044593215262,-59.32493333333329,Zxda///Zxdb,"zinc finger, X-linked, duplicated A///zinc finger, X-linked, duplicated B"
10513008,0.04180283551221911,0.007524615796562409,-3.739707053288414,-4.018316902057631,-59.31176666666667,Klf4,Kruppel-like factor 4 (gut)
10510844,0.42285366906783817,0.230709157074025,-1.3150387310374743,-4.536070008928099,-59.193166666666656,Wrap73,"WD repeat containing, antisense to Trp73"
10402325,0.06737198947434483,0.015119634745606719,-3.2163824712789446,-4.0995582206901755,-59.079133333333374,Asb2,ankyrin repeat and SOCS box-containing 2
10604837,0.050528709255870774,0.009950842830744473,-3.526506838809077,-4.049342326359339,-59.07346666666669,Sox3,SRY (sex determining region Y)-box 3
10562500,0.45495089934561606,0.260550279216932,-1.2260767993012573,-4.558299791420597,-58.95446666666675,Dpy19l3,dpy-19-like 3 (C. elegans)
10535310,0.05553619303580544,0.011429591002185288,-3.422663924056166,-4.065463756063166,-58.84976666666668,,
10515072,0.39742929217472467,0.20685005749071622,-1.3937068909737043,-4.516053110886062,-58.83100000000002,Rnf11,ring finger protein 11
10501286,0.39742929217472467,0.20686552616741447,-1.3936533380032887,-4.516066828651821,-58.77896666666672,Atxn7l2,ataxin 7-like 2
10526261,0.006927883545391241,5.172813034128243e-4,-6.1236109943970165,-3.8070476549723287,-58.732533333333365,Stx1a,syntaxin 1A (brain)
10362495,0.0648477600288117,0.014282516161619333,-3.2580234385140883,-4.092448529473886,-58.59450000000001,Col10a1,"collagen, type X, alpha 1"
10385513,0.01646188962750261,0.0019204519131740387,-4.867854256196146,-3.893028687131126,-58.53563333333335,9930111J21Rik1///9930111J21Rik2,RIKEN cDNA 9930111J21 gene 1///RIKEN cDNA 9930111J21 gene 2
10359097,0.29174328025440194,0.12601783211374035,-1.7412195396906947,-4.425932584598802,-58.476266666666675,Tor1aip1,torsin A interacting protein 1
10508190,0.18200809488040814,0.062434054965323914,-2.2219408671834655,-4.305120932121513,-58.46659999999994,AU040320,expressed sequence AU040320
10445442,0.3237531393739069,0.14755035171097175,-1.631912363770829,-4.454348974691505,-58.464933333333335,Gtpbp2,GTP binding protein 2
10438069,0.22954471817161115,0.08799736126360536,-1.9875928009484036,-4.362826917516895,-58.436666666666696,Ypel1,yippee-like 1 (Drosophila)
10447025,0.052539642617246925,0.010544375303148196,-3.4829408433075932,-4.056023073200886,-58.25713333333337,Gpatch11,G patch domain containing 11
10552668,0.12348922256374406,0.035676205860643496,-2.6067959818270063,-4.217446247810579,-58.25453333333323,Lrrc4b,leucine rich repeat containing 4B
10472042,0.015864286827574837,0.0018167351980538714,-4.917231806732052,-3.88877198489344,-58.2227666666667,,
10550383,0.03607569221243016,0.0060434963079566625,-3.9106726722776024,-3.995342327846497,-58.20596666666668,Dact3,dishevelled-binding antagonist of beta-catenin 3
10445078,0.06139640126847695,0.013187341946479301,-3.316645174546763,-4.082636122027564,-58.19810000000001,Gabbr1,"gamma-aminobutyric acid (GABA) B receptor, 1"
10390574,0.5842202147190766,0.3948029844132223,-0.9076452054775453,-4.632072919114474,-58.18443333333346,Fbxl20,F-box and leucine-rich repeat protein 20
10457040,0.06708565872672853,0.015033379964248621,-3.2205572732095726,-4.0988401536570676,-58.13506666666669,Zfp516,zinc finger protein 516
10491704,0.17856181915681252,0.060859561636532285,-2.2393975288074297,-4.300940584780361,-58.09666666666652,Spata5,spermatogenesis associated 5
10529799,0.056120981355574834,0.011611403329079525,-3.4109089712892646,-4.0673318481730245,-58.08983333333333,Gm7854,predicted gene 7854
10450814,0.054712842962983406,0.011187571131504833,-3.438628788767234,-4.062940804867575,-58.077866666666665,Ppp1r11,"protein phosphatase 1, regulatory (inhibitor) subunit 11"
10591715,0.35725425576654934,0.17392528228936455,-1.5167950691400753,-4.484289919842113,-58.01220000000012,Zfp653,zinc finger protein 653
10500610,0.1111024786936333,0.03070065777474579,-2.711377181310462,-4.195356101470481,-57.98320000000001,Fam46c///Fam46c,"family with sequence similarity 46, member C///family with sequence similarity 46, member C"
10516027,0.19083752199709117,0.06726253082507218,-2.171056584583447,-4.317406099511825,-57.95786666666666,Rlf,rearranged L-myc fusion sequence
10526427,0.10573221894266084,0.02859037892041535,-2.7612206025193857,-4.185099886476996,-57.9534000000001,Dtx2,"deltex 2, E3 ubiquitin ligase"
10584712,0.6619299757635204,0.4865538570745498,-0.7352169616189999,-4.666354580251774,-57.87003333333314,Hyou1,hypoxia up-regulated 1
10518855,0.0035356343140926175,1.6981599686898577e-4,-7.360221155230626,-3.7541128854857435,-57.83996666666671,,
10477924,0.21764986706854497,0.08137635267413137,-2.041019239362262,-4.349431946973323,-57.8373,Tgif2,TGFB-induced factor homeobox 2
10414767,0.2516226419076065,0.10069463184866866,-1.8953963809061969,-4.386218105312837,-57.79843333333329,Rps19-ps3///Rps19,"ribosomal protein S19, pseudogene 3///ribosomal protein S19"
10568581,0.04892335594316305,0.0094915855308446,-3.5621947662011997,-4.043957554955602,-57.77620000000002,Nkx1-2,"NK1 transcription factor related, locus 2 (Drosophila)"
10427628,0.2270720142812457,0.08650275674448868,-1.9992966518839257,-4.359881793398581,-57.68029999999996,Il7r,interleukin 7 receptor
10464917,0.046926771938515965,0.008914998577119061,-3.6097486829672785,-4.036903719361257,-57.67573333333337,Cnih2,cornichon family AMPA receptor auxiliary protein 2
10526055,0.2605645443878803,0.10618303157063287,-1.8590214695884497,-4.395529963163279,-57.642199999999974,Gbas,glioblastoma amplified sequence
10526241,0.02211727430065039,0.002964115888137882,-4.492009778419937,-3.9284272616982854,-57.63226666666665,Cldn3,claudin 3
10355050,0.412944246405105,0.2207202542032396,-1.3470581400237651,-4.52795741921699,-57.57833333333335,Raph1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
10555470,0.25312225105586456,0.10155562909508024,-1.8895641127193161,-4.387708262420726,-57.56093333333334,Arap1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
10359303,0.1235222549066171,0.03569566165787081,-2.606417626784838,-4.217527560202226,-57.429866666666676,4930562F07Rik,RIKEN cDNA 4930562F07 gene
10546803,0.30199315282449657,0.1325675128818726,-1.7062081262760145,-4.435021281864005,-57.3994,,
10433163,0.12434928798946919,0.03603444979776689,-2.599863461206936,-4.218937703714192,-57.35886666666666,Ppp1r1a,"protein phosphatase 1, regulatory (inhibitor) subunit 1A"
10386955,0.43125060281712346,0.2378090456029102,-1.2930086465571393,-4.541620070180758,-57.357366666666735,Cox10,cytochrome c oxidase assembly protein 10
10561170,0.4361434791558152,0.24232721113355962,-1.279284862900087,-4.545063379045494,-57.326100000000025,Egln2,egl-9 family hypoxia-inducible factor 2
10374908,0.26985728639949974,0.11187567141800943,-1.8231743763120445,-4.40474563731106,-57.308266666666725,Rtn4,reticulon 4
10489850,0.10226973186883824,0.027313511568854316,-2.793293542063305,-4.17859355181572,-57.299800000000005,Znfx1,"zinc finger, NFX1-type containing 1"
10373740,0.34131676198085853,0.16072921589789568,-1.5721989845761373,-4.46989195747112,-57.29926666666671,Pik3ip1,phosphoinositide-3-kinase interacting protein 1
10508533,0.0105095191903694,9.753839133024804e-4,-5.492211533195346,-3.844986118394127,-57.276300000000035,Col16a1,"collagen, type XVI, alpha 1"
10576305,0.5500201105029123,0.35611606223717973,-0.9892382065586117,-4.6142709095415135,-57.27296666666689,Tcf25,transcription factor 25 (basic helix-loop-helix)
10565218,0.021962771406113864,0.0029345970942283592,-4.500481181877464,-3.927567210835978,-57.25853333333339,Il16,interleukin 16
10433929,0.3726840562741448,0.1855046030848554,-1.4712692506164373,-4.496084197868037,-57.1896999999999,Ppm1f,protein phosphatase 1F (PP2C domain containing)
10558242,0.048648507085635416,0.009408787583370624,-3.56882776109038,-4.042965378873756,-57.17210000000003,Hmx2,H6 homeobox 2
10447564,0.049353782889685026,0.009618462542941986,-3.552151349875698,-4.045465010932562,-57.157266666666715,,
10386723,0.42977098463453717,0.236527518868763,-1.296942375183891,-4.540631050245541,-57.14693333333332,Mapk7,mitogen-activated protein kinase 7
10438198,0.4829769646100632,0.28780558949619006,-1.1521079991545726,-4.576353922251327,-57.06280000000015,Med15,mediator complex subunit 15
10366595,0.09245979962569888,0.023728949458549475,-2.892551566538877,-4.15892125829275,-57.04963333333336,4932442E05Rik,RIKEN cDNA 4932442E05 gene
10570068,0.04435841139709656,0.008221310578733208,-3.671595704602022,-4.0279338041463,-57.00270000000005,Col4a2,"collagen, type IV, alpha 2"
10463625,0.08628813535306745,0.021518367756171827,-2.962019170050085,-4.1455689320821705,-56.92770000000007,Fbxl15,F-box and leucine-rich repeat protein 15
10587012,0.28619396890161264,0.12246097762486144,-1.7609673776573593,-4.420814731004143,-56.90763333333331,Ccpg1,cell cycle progression 1
10587558,0.08018008197223678,0.01937100848867818,-3.037168977226851,-4.131507530273313,-56.89410000000004,Dopey1,dopey family member 1
10601701,0.08668713962530611,0.021649175709329317,-2.957701986066787,-4.146388794304859,-56.74653333333336,Tmem35,transmembrane protein 35
10484733,0.05928939278631836,0.012523224144766809,-3.3548045046000947,-4.076370906539441,-56.71419999999995,Olfr1174-ps,"olfactory receptor 1174, pseudogene"
10464914,0.08470068217554542,0.020939710103685134,-2.9814574186760896,-4.14189375407208,-56.712800000000044,Tmem151a,transmembrane protein 151A
10368616,0.004366366087485323,2.391497355516197e-4,-6.961313075869279,-3.7687274240389046,-56.66516666666669,Zufsp,zinc finger with UFM1-specific peptidase domain
10562234,0.02802521192926037,0.004193323781566966,-4.2037467395260215,-3.9595788930701157,-56.66093333333332,Hpn,hepsin
10414802,0.11525744865918831,0.03241483676542921,-2.6734646916278133,-4.203275127752911,-56.63753333333333,,
10422059,0.5981508394127484,0.4095276371438779,-0.8781664970471798,-4.6382734897616436,-56.61830000000003,Kctd12,potassium channel tetramerisation domain containing 12
10367120,0.18261949579942668,0.06277388020177777,-2.218231675293949,-4.30601146039031,-56.5940333333334,Mir677,microRNA 677
10537642,0.11848114466559746,0.03364461362645186,-2.6475360165018,-4.208749429370836,-56.591233333333335,Gm5771,predicted gene 5771
10499128,0.3715766058713974,0.18475954176865245,-1.4741195232124213,-4.495347088698829,-56.53953333333334,Snord73a,"small nucleolar RNA, C/D box U73A"
10595288,0.5295174027622855,0.33379016119876037,-1.0394872464706715,-4.6028821197514995,-56.53076666666669,Tmem30a,transmembrane protein 30A
10596347,0.22949096433914343,0.08796754603690865,-1.987824350001321,-4.362768594572721,-56.524333333333345,Atp2c1,"ATPase, Ca++-sequestering"
10596988,0.03952832913619245,0.006920074633705467,-3.8046270392899735,-4.009399922418048,-56.47290000000001,Gm7628,predicted gene 7628
10581036,0.01677533258311852,0.0019739242743914585,-4.843541614619919,-3.895156437468638,-56.457933333333386,Tk2,"thymidine kinase 2, mitochondrial"
10600310,0.10647212632421353,0.02884171915635846,-2.7550849497738206,-4.186352896470957,-56.39820000000003,Avpr2,arginine vasopressin receptor 2
10438171,0.17237760078913214,0.057888397350546655,-2.27362369950374,-4.292796800040179,-56.35710000000006,Thap7,THAP domain containing 7
10429528,0.2390977692771321,0.093338504024445,-1.9473131042597236,-4.373006185002751,-56.298100000000005,Ly6k,"lymphocyte antigen 6 complex, locus K"
10562408,0.032061731876332523,0.0050970460514416765,-4.0459561029263975,-3.9782886112709397,-56.19623333333334,Chst8,carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8
10448355,0.08271322168462421,0.020235234435886117,-3.0059073758491426,-4.13730877162266,-56.10996666666671,Kremen2,kringle containing transmembrane protein 2
10441115,0.3706428976690499,0.18410193524777982,-1.4766439202839572,-4.494694092968648,-56.05740000000009,Brwd1,bromodomain and WD repeat domain containing 1
10563659,0.3213946017470469,0.14585398225499965,-1.6399578747622603,-4.4522545119327015,-56.048266666666706,Spty2d1,"SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)"
10584975,0.13987700500021583,0.042764504685541355,-2.481470364249963,-4.244921723550441,-56.00873333333334,A830035O19Rik,RIKEN cDNA A830035O19 gene
10521163,0.013134916211332639,0.0013876989962458405,-5.16124545980058,-3.868947723800506,-55.9812,Gm1673,predicted gene 1673
10486616,0.08923548700145234,0.02260107257787898,-2.9270953700393916,-4.152238938739101,-55.958566666666684,Ubr1,ubiquitin protein ligase E3 component n-recognin 1
10527026,0.2430329320746369,0.09563534085771462,-1.9306846296077391,-4.3772271055966545,-55.93606666666665,Brat1,BRCA1-associated ATM activator 1
10400004,0.3033118468301886,0.13345403134597433,-1.7015962270737828,-4.4362197056338095,-55.84316666666666,Mir680-3,microRNA 680-3
10572301,0.06270287094615296,0.013601304884636182,-3.293891843500872,-4.086417571508846,-55.74356666666671,2310045n01rik-mef2b///Borcs8///Mef2b,2310045N01Rik-mef2b readthrough///BLOC-1 related complex subunit 8///myocyte enhancer factor 2B
10411552,0.48013491512581874,0.28474416361285615,-1.160116555265051,-4.574420967236163,-55.582499999999925,Bdp1,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB"
10384015,0.2825116900713359,0.12018252700972248,-1.773908170421611,-4.417464929991973,-55.54009999999998,Pgam2,phosphoglycerate mutase 2
10502522,0.23448699535838693,0.09072939957631511,-1.9666974196604023,-4.36809928072518,-55.52546666666666,Hs2st1,heparan sulfate 2-O-sulfotransferase 1
10378579,0.870472849040738,0.7839913959380629,-0.28507733961428644,-4.727136319101742,-55.511999999999716,Prpf8,pre-mRNA processing factor 8
10596489,0.037125814505140686,0.006314755143539498,-3.876150439781163,-3.9998506432605536,-55.51193333333333,Gpr62,G protein-coupled receptor 62
10440288,0.07328956876721145,0.01703581060382216,-3.1296980489080433,-4.114735829435245,-55.48446666666669,Zfp654,zinc finger protein 654
10394158,0.042329603081981096,0.007675446446010455,-3.724394688748498,-4.020455346352561,-55.437833333333344,Kif3c,kinesin family member 3C
10606146,0.5135645638600462,0.31845866182060645,-1.0755571756203766,-4.594527530856347,-55.41723333333333,1700031F05Rik,RIKEN cDNA 1700031F05 gene
10464612,0.1985366393071102,0.07097194926518918,-2.1344056483609046,-4.326343929468907,-55.40283333333335,Cabp4,calcium binding protein 4
10596231,0.4556031929016281,0.26116472248586226,-1.2243388510799962,-4.558728861611992,-55.3882333333334,Dnajc13///Dnajc13,DnaJ heat shock protein family (Hsp40) member C13///DnaJ heat shock protein family (Hsp40) member C13
10415873,0.6799452790873319,0.5098907519807057,-0.6949850674606952,-4.673602530707219,-55.34516666666673,Mir598,microRNA 598
10421394,0.01739791423372195,0.0020901722204637054,-4.7931193162619765,-3.8996374295663125,-55.32680000000002,Fam160b2,"family with sequence similarity 160, member B2"
10405483,0.03346307546482199,0.005409787779783636,-3.9984072424988555,-3.9841730276012703,-55.3253,Prr7,proline rich 7 (synaptic)
10496737,0.1543591176494298,0.04922744029683285,-2.38466666385713,-4.26687210129807,-55.21469999999999,Bcl10,B cell leukemia/lymphoma 10
10559524,0.4672125146737267,0.2728624569085985,-1.1918949755628514,-4.566697235761465,-55.16643333333343,Ppp1r12c,"protein phosphatase 1, regulatory (inhibitor) subunit 12C"
10524525,0.6525844510860527,0.47562571099940054,-0.7544964045700618,-4.662773823760799,-55.163933333333375,Ube3b,ubiquitin protein ligase E3B
10377603,0.10513185199664109,0.02831911185404691,-2.7679066413856064,-4.183737522288677,-55.11126666666668,G630025P09Rik,RIKEN cDNA G630025P09 gene
10593713,0.008216832833161233,6.689653245519678e-4,-5.861774877813117,-3.8216720876531327,-55.07656666666668,Cib2,calcium and integrin binding family member 2
10571007,0.5448872198062061,0.3500160300889798,-1.0027169022255207,-4.611245977836876,-55.07440000000008,Whsc1l1,Wolf-Hirschhorn syndrome candidate 1-like 1 (human)
10385518,0.19745431953843454,0.07043273168401189,-2.1396121368598164,-4.325069842742857,-55.05563333333336,Tgtp2///Tgtp1,T cell specific GTPase 2///T cell specific GTPase 1
10346255,0.025822907940109274,0.0037249560245844167,-4.301010800398779,-3.948646208926688,-55.039733333333345,Ormdl1,ORM1-like 1 (S. cerevisiae)
10356262,0.10005934920713219,0.026526447324112124,-2.8138596128087707,-4.174459981711981,-55.0337333333334,LOC101055758///LOC101055663///LOC671917///Gm7609///Sp100,component of Sp100-rs-like///component of Sp100-rs-like///component of Sp100-rs-like///predicted pseudogene 7609///nuclear antigen Sp100
10491066,0.1628496878737861,0.053215948079773444,-2.3312391013966676,-4.2792488279062715,-54.942800000000005,A830092H15Rik,RIKEN cDNA A830092H15 gene
10590791,0.01909191201931384,0.0023717422201988466,-4.6828743197847675,-3.9097647258843002,-54.93703333333333,Birc2,baculoviral IAP repeat-containing 2
10503222,0.010894119304632662,0.0010373579734450087,-5.433399664498864,-3.8490170035827243,-54.90770000000001,Chd7,chromodomain helicase DNA binding protein 7
10504362,0.38296403476463264,0.19382600344130604,-1.4401210293239113,-4.504125719398989,-54.90010000000001,Rgp1,RAB6A GEF compex partner 1
10566877,0.06298077358722348,0.013684330670685143,-3.289418088380671,-4.08716511641181,-54.89490000000001,Sbf2,SET binding factor 2
10591482,0.4522827912178822,0.25775229388267645,-1.2340352398350685,-4.5563322170187455,-54.89386666666678,Keap1,kelch-like ECH-associated protein 1
10600755,0.03470768970837387,0.005713792029958055,-3.954989815190919,-3.9896492609327856,-54.88836666666667,Arx,aristaless related homeobox
10573924,0.09094394294026105,0.02323044461751472,-2.907600202609964,-4.15599978524534,-54.8035666666667,Mmp2,matrix metallopeptidase 2
10492699,0.16760713531981417,0.05549691359678623,-2.3024952673311487,-4.285982157191344,-54.80186666666668,Ctso,cathepsin O
10544640,0.7578041899404858,0.6150127415831902,-0.5266526066865684,-4.70034443039776,-54.77250000000015,Tra2a,transformer 2 alpha homolog (Drosophila)
10404389,0.001235190199282403,2.7407919918271763e-5,-9.81751639078114,-3.6957126244886904,-54.753366666666686,Irf4,interferon regulatory factor 4
10530310,0.21281242590455493,0.07861985415709964,-2.06454620722337,-4.343574753981742,-54.724866666666685,Bend4,BEN domain containing 4
10460787,0.2588931054560038,0.10505945856363441,-1.8663166362524954,-4.393659073527619,-54.70993333333331,Atg2a,autophagy related 2A
10430058,0.13985178190240516,0.04274317308561486,-2.4818142832405727,-4.244844854409921,-54.690133333333335,Cyhr1,cysteine and histidine rich 1
10438702,0.023814165651782817,0.003289779440053313,-4.404305243120236,-3.9375118927667825,-54.645966666666666,BC106179,cDNA sequence BC106179
10515698,0.1988104226578963,0.07112566119965506,-2.132928732206274,-4.326705609834309,-54.605566666666675,Szt2,seizure threshold 2
10505326,0.003958458491933452,2.0568990237757083e-4,-7.1347535014811205,-3.762126156781145,-54.48643333333331,Rgs3,regulator of G-protein signaling 3
10571248,0.13565743893203017,0.04074839851718072,-2.51478491510616,-4.237512856381121,-54.44636666666665,,
10547795,0.08883971134800489,0.02243763097847523,-2.9322522127166475,-4.1512486222992555,-54.420433333333364,Atn1,atrophin 1
10468022,0.15621491818874256,0.05014522692841427,-2.3719896666464044,-4.269792225564974,-54.412900000000036,Mrpl43,mitochondrial ribosomal protein L43
10369702,0.4569591644121915,0.26269376248027715,-1.2200290003553245,-4.559791942874462,-54.377200000000016,Tet1,tet methylcytosine dioxygenase 1
10457378,0.13577999500522622,0.04086046354787265,-2.5128887969572316,-4.237932509563048,-54.351666666666716,Gm9993,predicted gene 9993
10400572,0.22168939630929188,0.08349692920014468,-2.0234528606300866,-4.353822072463919,-54.34256666666673,Klhl28,kelch-like 28
10479362,0.6677618427595954,0.4943775302051586,-0.7215909261870436,-4.668843784179516,-54.306533333333334,Rps21,ribosomal protein S21
10530128,0.09583504466199738,0.02489896132679693,-2.858506572389442,-4.165589885649749,-54.15930000000003,Gm9954,predicted gene 9954
10368030,0.11966777984979789,0.03413523180130861,-2.6374669602851815,-4.210888053092828,-54.131733333333386,Heca,"hdc homolog, cell cycle regulator"
10575142,0.05012980216691562,0.00983406639892667,-3.5354094238030984,-4.047991691569741,-54.07276666666672,Gm10627,predicted gene 10627
10488322,0.4138394831573546,0.22155103169044024,-1.3443470955396086,-4.528646274177168,-54.034366666666756,Ralgapa2,"Ral GTPase activating protein, alpha subunit 2 (catalytic)"
10562005,0.6749835835444785,0.5034386407618185,-0.7059858407753508,-4.671651408604669,-54.0241666666667,Kmt2b,lysine (K)-specific methyltransferase 2B
10586240,0.1626593794064992,0.053121125471049545,-2.3324610897887768,-4.278963719447992,-54.01453333333325,Dennd4a,DENN/MADD domain containing 4A
10444439,0.659480828300726,0.48372159302372486,-0.7401855897247792,-4.665438299317238,-54.00553333333335,Atf6b,activating transcription factor 6 beta
10577954,0.4271188523415941,0.2344509228807081,-1.3033561059192051,-4.539016608441561,-53.9976333333334,Rab11fip1,RAB11 family interacting protein 1 (class I)
10405163,0.47660133488510753,0.2815570459541943,-1.1685303424019509,-4.572384222677041,-53.96630000000005,Spin1,spindlin 1
10527043,0.17161738192491022,0.057520262868901974,-2.2779881412907974,-4.291763383564661,-53.93943333333334,Amz1,archaelysin family metallopeptidase 1
10413897,0.03734219238130217,0.00637553280565126,-3.8686377435945554,-4.000840365703253,-53.8373,Ercc6,"excision repair cross-complementing rodent repair deficiency, complementation group 6"
10563407,0.30680102692665345,0.13579657042082954,-1.6895481685164786,-4.439351551317226,-53.78926666666668,Kcnj14,"potassium inwardly-rectifying channel, subfamily J, member 14"
10443131,0.3895673196364646,0.19965466370483304,-1.4190140757364094,-4.5095587894064915,-53.68516666666659,Itpr3,"inositol 1,4,5-triphosphate receptor 3"
10511252,0.11111241370930001,0.030709505883542997,-2.711175845369517,-4.195397887280849,-53.64843333333337,Ube2j2,ubiquitin-conjugating enzyme E2J 2
10465059,0.32823188342338044,0.1508059756070622,-1.6167115653972068,-4.458306366013279,-53.57476666666673,Ctsw,cathepsin W
